stop_id,stop_lat,stop_lon,stop_name
35983,13.03433,77.54117,501C8
36210,12.93824,77.53330,VBN1
23681,12.92921,77.56441,Indira Nursing Home
29639,12.92790,77.21035,Balekatte
38091,12.81910,77.68885,BMS
38580,13.19058,77.27939,Gundenahalli
38594,12.94256,77.62277,NGVC
38599,12.94885,77.62051,NGV3
36384,12.88205,77.56540,CS-Beereshwaranagara
39722,13.11428,77.41015,Bethanagere
34750,13.06981,77.59654,Talakaveri New Layout GKVK
20904,13.02640,77.63642,Kalyananagara
33636,13.00084,77.53588,Kurubarahalli
21007,12.99858,77.55574,Mariyappanapalya
21008,12.99862,77.55652,Mariyappanapalya
21480,12.95914,77.30874,Centre For Learning School
25681,13.27752,77.52158,Alahalli
37907,12.82227,77.68564,BMS
36125,12.91991,77.58151,JTTMC
38572,12.76542,77.32077,Madapura
38092,12.81928,77.68911,BMS1
21005,12.91688,77.58858,Marenahalli (Marenahalli Metro Station)
38595,12.89596,77.70410,Depot-42 Kodathi
38601,12.90242,77.70569,CRM 2
38581,13.01772,77.65219,Indira Canteen (DESI MASALA)
34741,12.99801,77.48940,Syndicate Bank Layout
21706,12.99204,77.60397,Bamboo Bazaar
37908,12.82426,77.68385,BMS
34767,13.12849,77.91557,Tavarekere Volvo
23996,12.84226,77.61863,Mylasandra Road Junction
32651,13.01572,77.48414,Garudappa Circle Thigalarapalya
35812,12.89690,77.46185,RR Medical College
35306,12.97506,77.62010,Gurudwara/Lido
38603,12.95679,77.74555,Varthur Kodi
38596,12.94256,77.62277,NGVC
38093,12.82092,77.68747,BMS
38602,12.90247,77.70581,CRM 3
38604,12.98427,77.58221,RCRD
38582,13.01759,77.65205,Indira Canteen (DESI MASALA)
31921,12.98441,77.55398,Bashyam Circle Rajajinagara
36386,13.03598,77.51300,Nagasandra Cross
20937,12.98787,77.51509,Kottigepalya
25272,12.95730,77.38166,Ganakal
33440,13.22204,77.65104,Kempathimmanahalli Cross
35900,12.96189,77.53359,Attiguppe Metro Station
37909,12.82436,77.68397,BMS1
36213,12.87111,77.59317,LYOLA
32297,13.27744,77.51903,Chikka Tumkur Lake
36060,13.24327,77.38658,Ambalagere
38597,12.94376,77.62394,NGV2
38605,12.98427,77.58221,RCRD
33311,13.28773,77.53915,Kanakadasa Circle
35045,13.02868,77.59328,Depot-14 RT Nagara
38616,12.99618,77.49603,Prasanna Layout
25655,13.36837,77.54401,Hadohalli
23771,12.84347,77.61341,Mylasandra Cross
39670,12.92378,77.64777,Sri Jagannatha Temple Agara
35901,12.97068,77.53728,Vijayanagara Metro Station
21987,12.78847,77.73576,Guddahatti Gate
35774,12.91212,77.62589,Roopena Agrahara FLY
37910,12.81893,77.68939,Bommasandra
36128,12.98287,77.60331,SBS
31818,13.23190,77.65594,Uganawadi Cross
25883,12.77784,77.68057,Hinnakki
32630,13.02570,77.45491,Ganesha Circle Vaddarahalli
33441,13.22207,77.65103,Kempathimmanahalli Cross
38606,12.98451,77.58210,RCR
38615,13.02217,77.64744,HRBR 1st Stage
20846,12.96893,77.61529,Hosmat Hospital (DIG Office)
36388,12.91824,77.55580,CS-Kidney Foundation
36276,12.93934,77.69570,Kadu bisanahalli
22196,13.06182,77.64893,Kothanuru
27439,12.79603,77.72821,Neraluru
32310,13.21474,77.58065,Chikkana Hosahalli
35541,12.86540,77.59836,AECS Dental College
35839,13.04257,77.61369,Veerannapalya
26485,13.22887,77.62846,Singarahalli Cross
38607,12.98469,77.58203,RCRD1
21636,12.93090,77.57878,Jayanagar 6th block
38613,13.01818,77.64734,Ganesh Mantapa
37911,12.98406,77.66094,CS-LRDE
38620,12.90763,77.47635,Kengeri Metro Station
38622,12.89155,77.47164,Doddabele Colony
38625,13.01029,77.53675,NDL3
24671,13.21449,77.62801,Chowdanahalli
36320,12.98076,77.59798,Cubbon Park Metro Station
37352,13.02881,77.53970,GORUGUNTEPALYA BENGALURU
36326,12.97645,77.72652,WFTTMC
36073,12.97731,77.57424,KBS Dummy 2
37250,13.09803,77.39384,NLM2
36130,12.91719,77.58008,SNGC
36225,12.93954,77.91152,Cloride Metal
32333,13.00310,77.60353,Chinnappa Garden
39675,13.30558,77.70968,Sri Thimmarayaswamy Temple Avathi
37912,12.92052,77.66566,CS-Jn of Sarjapura Road Ibbluru
34145,13.22900,77.62985,Neragenahalli Cross
38608,12.98469,77.58203,RCRD1
36327,13.08290,77.55072,Depot-45 Gate
38626,13.01038,77.53719,NDL3
34809,12.95205,77.22752,Hombalamma Kere
38633,12.89509,77.70550,CS-Depot-42 Gate
39695,12.91663,77.60933,BTM Layout 16th Main FLY Over
34147,12.79603,77.72838,Neraluru
38609,12.98469,77.58203,RCRD1
37913,12.94958,77.57994,CS-Lalbagh West Gate
38627,13.00951,77.53652,NDL4
35904,12.97359,77.58293,Sir M Vishweshwarayya Metro Station
34960,13.35293,77.53895,Tirumagondanahalli Ghati Subramanya
31496,13.35289,77.53889,Tirumagondanahalli Ghati Subramanya
22250,13.13515,77.72619,Manchappanahalli Cross
38635,13.15159,77.72504,Gollahalli
36228,12.96212,77.89883,Hulimangala Hosakote
37914,12.94016,77.57693,CS-AMC (Near Krishna Rao Park)
33331,13.22173,77.66990,Kannamangalapalya
20860,13.01160,77.55103,Iskcon Temple
24637,12.85269,77.71173,Chinthala Madivala
38636,13.15159,77.72524,Gollahalli
36132,12.90536,77.60181,JPN-1
35623,12.92788,77.21030,Balekatte
35828,13.02049,77.44772,BMTC Training Centre
35455,13.27266,77.55205,Aparel Park
31042,12.74251,77.52744,Shanimahathma Temple
30735,13.28770,77.53917,Kanakadasa Circle
37915,12.91123,77.57453,CS-JP Nagara 1st Phase
38637,13.02646,77.72036,Medahalli
25395,12.97371,77.48918,Gidadakonenahalli
33796,12.91253,77.20473,Managal
25379,13.00592,77.54107,Geleyara Balaga Extension Rajajinagara
38097,12.90400,77.53090,National Public School Uttarahalli
35134,12.84174,77.58863,Koli Farm Gate
21768,12.98827,77.73061,Big Bazzar ITPL
37916,12.87707,77.60231,CS-Hulimavu
37260,13.03065,77.85785,GVP2
37261,13.03061,77.85820,GVP3
23763,12.94915,77.56258,Gavi Gangadareshwara Temple
38638,13.17350,77.70630,Bande Kodigehalli palya
39111,12.87820,77.51661,Chikkegowdanapalya Junction
36338,13.21498,77.36518,Vadakunte
21635,12.93081,77.57775,Jayanagar 6th block
39696,12.91653,77.60957,BTM Layout 16th Main FLY Over
26552,12.87766,77.49660,Sompura
32761,13.06317,77.73981,Grandwell
32149,12.80452,77.56044,Boothanahalli
37917,12.88885,77.61571,CS-Devarachikkanahalli
22314,12.97738,77.75122,Munish Singh Hospital
20670,12.98823,77.73197,Big Bazzar ITPL
38639,13.17346,77.70610,Bande Kodigehalli palya
38098,13.09720,77.59240,NES Office
36342,12.78010,77.63448,Depot-27 Gate
24385,12.99775,77.75781,Central Bank Kadugodi
35811,12.95216,77.22726,Hombalamma Kere
38650,13.26996,77.65721,VSPR
38571,12.77783,77.37826,Nithyananda Ashrama
21586,12.96761,77.38892,Peddanapalya Cross
22775,12.95897,77.52733,Depot-17 Chandra Layout
21107,12.91701,77.59303,Ragigudda Temple
32090,13.00884,77.81304,Bisanahalli
36091,13.17298,77.56432,RJK Dummy
33332,13.22176,77.67001,Kannamangalapalya
38099,13.03913,77.58952,CS-Hebbala
23513,12.74596,77.52340,Girigowdana Doddy
36243,13.01824,77.55877,YPRC-1
38640,13.09466,77.69319,DGP
23034,12.82033,77.73652,Ali Bommasandra
33035,13.02772,77.49370,Indiranagara
35861,12.98258,77.56812,CS-Okalipuram
38643,13.05598,77.59791,Amruthanagara Hebbala
36247,13.01751,77.55979,YTTMC1
36469,13.08178,77.54809,MS Palya
32688,12.88100,77.40090,Giriyappanapalya
37918,12.99165,77.60694,BBZR
36345,12.95355,77.59224,SNBS2
36137,12.95711,77.56742,CMRPT
39679,12.96245,77.53377,Attiguppe Metro Station
21896,12.96342,77.64169,Dhoopanahalli
38646,12.99771,77.71725,APPS
36017,12.98861,77.53344,Con3
38651,13.26410,77.68237,SVKHG
25424,12.88007,77.40384,Giriyappanapalya Cross
36092,13.20170,77.52364,BYPWP1
31934,13.06583,77.64305,BDS Nagara
38644,12.99702,77.71729,SDM
38647,13.27922,77.62539,CPRL
38652,12.97987,77.56431,SJPT
32904,13.21780,77.60471,Hegganahalli Gate
38655,12.81690,77.69891,Bommasandra Village
36012,13.04789,77.45606,Ganapathi Layout 1st Stage(LDVG)
38659,12.99616,77.72010,KDGH
38660,12.99599,77.72610,KDGH1
38661,13.23694,77.82405,Ambalipura
38663,13.08450,77.39713,MLP
20739,12.95140,77.53724,Deepanjalinagara
23035,12.82032,77.73644,Ali Bommasandra
24212,12.94332,77.75098,Sorahunse Gate
20656,12.99428,77.66330,Benniganahalli
31505,13.17702,77.40010,Udichikkanahalli
22735,12.94197,77.48357,Sonnenahalli Bridge
38102,12.98565,77.47585,GOLL
38645,12.99882,77.71708,APP
37919,12.88327,77.75241,Dommasandra Circle
36018,12.98883,77.53353,Con4
36093,13.20097,77.52370,BYPC1
36246,13.01306,77.64934,Steel Factory Banasawadi
36347,12.77903,77.64342,Jigani APC CIrcle
33956,13.08181,77.54820,MS Palya
23634,12.79444,77.50537,Pattareddypalya
39384,13.09715,77.31905,Chikka Puttaiahnapalya Cross
36139,12.96354,77.57895,KMT
38648,13.27918,77.62556,CPRL1
36011,13.04795,77.45596,Ganapathi Layout 1st Stage(LDVG)
38662,13.23693,77.82407,Ambalipura
36140,12.95184,77.59079,Lalbagh Hopcoms
37920,12.88330,77.75237,Dommasandra Circle
23652,12.95532,77.59600,Depot-03 Shanthinagara
32059,12.94262,77.48728,Bhuvaneshwari Nagara 2nd Stage
38103,12.98652,77.47182,GLT
25553,13.06328,77.73988,Grandwell
21721,12.94168,77.57396,Basavanagudi Police Station
38657,12.81707,77.69366,Govt Primary School Bommasandra
35212,12.98163,77.60822,Commercial Street
35855,12.73459,77.57229,Bannigere Parking_Test1
37921,13.02014,77.55559,Yeshawanthapura Market
22355,12.79217,77.72813,Neraluru Gate
36095,13.18401,77.51923,KKL1
20761,12.97565,77.69700,Dodda Nekkundi Bridge/Rainbow Hospital
36141,12.95182,77.59056,Lalbagh Hopcoms
38658,12.82583,77.68271,Hebbagodi
32282,12.86005,77.69493,Chikka Nagamangala
34951,13.17706,77.40012,Udichikkanahalli
38666,13.30723,77.73054,Bullahalli
36401,12.99289,77.52914,CS-BEML Layout JVS
38669,12.94987,77.57494,NTC
20728,12.96480,77.58778,Corporation
21772,12.98350,77.64067,Binnamangala
37922,12.88338,77.54875,RGHG
22359,13.01433,77.65818,New Baldwin School
39724,12.96896,77.81828,Obalapura Anjaneyaswamy Temple
25298,13.00868,77.54313,Ganesha Temple Mahalakshmi Layout
36142,12.95772,77.58212,JCRD
38672,13.02057,77.72096,Kurudu Sonnenahalli Cross
38673,13.02057,77.72094,Kurudu Sonnenahalli Cross
38674,13.01860,77.72009,Manjunatha Nagara Layout Cross
38675,13.01858,77.72011,Manjunatha Nagara Layout Cross
35228,12.83574,77.57207,Muneshwara Temple
38676,13.01670,77.72025,Priyanka Nagar Cross
39415,12.90687,77.52101,BEML5th
38677,13.01667,77.72019,Priyanka Nagar Cross
23871,12.90051,77.60090,Bilekahalli
38105,12.97659,77.66824,DSC HAL GM Palya
23084,13.05497,77.47936,Anchepalya
36096,13.18410,77.51918,KKL2
36143,12.95773,77.58210,JCRD1
21506,12.98701,77.55087,Dhobi Ghat Rajajinagara
38684,12.84252,77.64144,Podu Cross
38106,12.97664,77.66825,CS-DSC HAL GM Palya
36250,12.98658,77.73165,ITPL Back Gate Big Bazzar
38678,13.04901,77.59512,VVKT
36251,12.98630,77.73171,ITPL Back Gate Big Bazzar
38679,13.04976,77.59296,VVKS
38681,13.08775,77.56079,CBCK
38682,13.07562,77.56731,CBCK
38683,13.07668,77.56504,CBCK1
38687,12.99468,77.75775,KDG
21722,12.94160,77.57376,Basavanagudi Police Station
38671,12.80249,77.50881,Kaggalipura Junction
38668,13.31556,77.74810,Harohalli
20571,12.91644,77.60928,BTM Layout 16th Main
38689,13.26631,77.67604,BMW
38690,13.26621,77.67653,BMW
38691,13.11490,77.29879,MDKT
39725,12.83501,77.73475,MTNC
28331,12.94300,77.47660,Shivaji Hotel
35710,13.02021,77.50013,Depot-09 Peenya
35115,12.83574,77.57216,Muneshwara Temple
38688,12.99458,77.75773,KDG
20788,12.98071,77.55798,Gopalapura
38107,12.84177,77.64416,Neeladri Nagar Circle
21022,12.91682,77.60407,MICO Layout BTM
29555,13.20062,77.53930,Arakere Byrapura
36022,13.01817,77.55748,YTTMC
34821,13.07278,77.39370,Mallapura Cross
38685,12.84255,77.64159,Podu Cross
38692,13.11462,77.29854,MDLKK
33493,12.80077,77.68956,Kithiganahalli
23396,12.85975,77.79411,Abbaiah Circle Sarjapura
21867,12.86770,77.76709,Crystal Apartment Sarjapura Road
37926,12.94814,77.57360,NSLC
38108,12.84177,77.64417,CS-Neeladri Nagar
28839,13.05020,77.49252,Marison Factory
38693,13.11452,77.29829,MKTL
38696,13.01992,77.71999,MDH
38697,12.99494,77.65412,Karnataka High Court Staff Quarters
38049,12.97998,77.75162,Coffee Day Hope Farm
36687,12.88256,77.68964,Ahad Excellencia Apartment
36354,12.97569,77.56015,CS-Magadi Road 5th Cross
38695,13.17322,77.74122,Cohera
37927,12.99325,77.50117,SKTT
29530,13.23510,77.71302,Anjaneya Temple Devanahalli
38621,12.89157,77.47164,Doddabele Colony
37897,12.95653,77.89965,Hulimangala
38699,12.90880,77.63510,MGMP
31172,13.10386,77.60028,Kogilu Cross
32170,13.22421,77.71283,Bychapura
38702,12.99834,77.64108,SVMS
36024,13.01748,77.55682,YTTMC
39550,12.98301,77.57658,CS-KPTCL Office
38700,12.99531,77.53971,WTK
38694,13.14822,77.71096,QFB Hotel
23402,12.89593,77.82876,Thiruvaranga Gate
34979,12.74399,77.47896,Thokathimmana Doddy Cross
38623,13.18086,77.71474,Hunasuru Junction
38624,13.18090,77.71486,Hunasuru Junction
38705,13.15808,77.71563,KIADB
38706,13.37522,77.57194,Tubagere
36396,13.20065,77.25775,CS-Therelek Eng Pvt Limited Avverahalli
38714,13.32634,77.13306,TUMAKURU
38712,13.20408,77.88961,Haleyur
31094,12.80074,77.68961,Kithiganahalli
36099,13.22605,77.58408,Jalige
38701,12.99531,77.53983,WTKK
34610,13.14764,77.56530,Singanayakanahalli
38703,12.99751,77.64181,SVMS
38094,13.02419,77.44880,Sri Kamadhenu Kshetra
36355,12.88164,77.59627,Hulimavu Gate
38704,13.15789,77.71109,KHTL
35039,13.15116,77.55899,Yadiyurappa Nagara
38721,13.32286,77.68143,Thilagere
38713,13.20404,77.88953,Haleyur
36151,12.96494,77.57536,kmt
37930,12.89272,77.45817,ANCP
38112,12.97325,77.56639,Binny Mill ETA Garden
38538,13.07362,77.43959,Ravuthanahalli Cross
38708,13.37149,77.55778,S Nagenahalli Gate
38716,13.22846,77.24186,DHABASAPETE
23679,12.92270,77.56033,Devegowda Petrol Bunk
20981,12.97703,77.58580,Maharani College
37931,12.89051,77.45499,ANCP1
34352,13.19463,77.42307,Ramadevanahalli Cross
38113,12.97325,77.56642,CS-Binny Mill ETA Garden
38723,13.32262,77.68114,Thilagere
31662,13.15119,77.55896,Yadiyurappa Nagara
37932,12.95549,77.61591,NLSRG
38730,12.83175,77.36063,Kakaramanahalli Cross
36153,13.07076,77.78488,HSK1
27899,13.19465,77.42293,Ramadevanahalli Cross
36025,13.01736,77.55703,YTTMC
38727,12.95133,77.53712,D16
38728,12.95890,77.52689,D17
38828,12.83796,77.70286,IGNOU Singena Agrahara
38731,13.31184,77.54517,Doddaballapura Govt Hospital
38742,13.20017,77.89876,NNDG
38743,13.19993,77.89861,NNDH
38744,13.20006,77.89868,NNDG
38745,13.02398,77.64337,HRBR
21746,12.95325,77.56762,Bengaluru High School
34758,13.05340,77.57516,Tata Nagara Entrance
23418,12.85970,77.79409,Abbaiah Circle Sarjapura
37933,12.95707,77.61680,NLSRG1
24248,12.83937,77.69797,Sampige Nagara Gate
38733,13.13941,78.00287,NARASAPURA
38747,12.91041,77.58923,Venkateshwara Temple
20775,12.98239,77.69288,EMC2
33579,12.87651,77.57716,Kothanuru Hari Nagara
33957,13.08145,77.54831,MS Palya
20863,13.00532,77.68522,ITI Colony Gate
20789,13.02835,77.54123,Goraguntepalya
22251,13.13527,77.72547,Manchappanahalli Cross
34616,12.83768,77.71611,Singena Agrahara
38748,12.91031,77.58937,Venkateshwar Temple
22254,12.97493,77.61436,Manipal Centre
26230,12.91946,77.61567,Jai Bheema Nagara
37935,13.02348,77.64600,BBSP
38749,12.90596,77.60388,N S Palya Cross
31437,13.12416,77.77332,Thimmasandra Gate
36747,12.96186,77.68526,CS-HAL ARDC
37936,13.02451,77.64339,BBSP1
39110,12.87816,77.51649,Chikkegowdanapalya Junction
38750,12.90573,77.60391,N S Palya
38755,13.04518,77.57415,CS-Anjanamurty
35815,13.04756,77.59661,CS-Vidyaniketan School Hebbala
23417,12.86038,77.79881,Thindlu Gate
20689,12.91673,77.60713,BTM Layout Water Tank
23290,12.89568,77.19349,Balenahalli
38751,12.90995,77.61002,Chamundeshwari Temple
36259,12.91237,77.48540,Kengeri
38752,12.90995,77.60998,Chamundeshwari Temple
23273,12.89515,77.84536,Baguru Colony
37938,13.02759,77.63242,HNRCD10
20603,12.98115,77.57466,Ananda Rao Circle
38756,13.04511,77.57437,Anjanamurthy
20599,12.97853,77.54293,Agrahara Dasarahalli
30747,12.69590,77.58472,Kanivemadhapura Cross
37939,13.02757,77.63256,HNRD10
21778,13.06161,77.63334,Book Factory Thanisandra
38909,12.98826,77.61490,CS-Kendriya Vidyalaya Halasuru (MEGC)
38761,13.05503,77.54482,GGMC
23289,12.89571,77.19355,Balenahalli
36160,12.93295,77.58439,JBS3
38760,13.05494,77.54310,GGMC
38762,12.98497,77.54918,DBH1
38764,13.00392,77.63625,SMVRS
38766,13.00389,77.63630,SMVRS4
20572,12.91669,77.60912,BTM Layout 16th Main
23983,12.78653,77.70324,Iggluru
37940,13.02759,77.63245,HNR10
38739,13.10839,77.98685,Narasapura Industrial Area
22369,12.95623,77.82412,Obalapura Gate
38768,12.91556,77.72356,Krupanidhi College Gunjur Road
38763,12.98438,77.54912,DBH
38765,13.00395,77.63621,SMVRS3
38769,12.91559,77.72346,Krupanidhi College Gunjur Road
35816,13.11081,77.58004,CS-Puttenahalli
21929,13.00143,77.61865,East Railway Station
38118,13.03105,77.53588,GG Palya Toll
36162,12.92454,77.55400,D13
38740,13.00379,77.93845,MALUR
38778,12.86053,77.55945,Anjanapura 2nd Block Cross (LBSN)
30252,12.75238,77.70258,Byagadadenahalli
36748,12.96185,77.68527,HAL ARDC
38741,13.17313,77.74317,COR
22268,12.96176,77.52189,Maruthi Nagara
36163,12.92328,77.61891,MDVL
38776,12.94130,77.60255,Chandrappanagara
38775,12.94120,77.60247,Chandrappanagara
38771,12.91290,77.71304,Mount Carmel
32507,12.74697,77.68932,Dodda Hagade
37943,12.98624,77.73124,BBZRBG
38781,12.97203,77.58692,CS-RBI Nrupatunga Road
20803,12.97705,77.71005,Graphite India
34300,13.11016,77.58024,Puttenahalli
26479,13.07965,77.53834,Singapura
37944,13.04294,77.59145,Hebbala Bridge
38782,12.97214,77.58689,Reserve Bank Of India Nrupatunga Road
33421,13.09457,77.37504,Kempalinganahalli
38790,13.11016,77.37806,Rashi Gateway Cross
24700,12.88750,77.55042,Vasantha Vallabha Nagara City Engineering College
37945,13.03761,77.67489,KKRGR
34299,13.10995,77.58022,Puttenahalli
38119,12.92430,77.65180,AGR1
38798,12.97753,77.71632,Kundalahalli Metro Station
20727,12.96701,77.58822,Corporation
20777,12.99069,77.55258,ESI Hospital Rajajinagara
38791,13.11034,77.37765,Rashi Gateway Cross
35818,13.11078,77.57995,CS-Puttenahalli
39698,13.05115,77.59542,CS-Kirloskar Business Park
38203,12.85049,77.66201,Electronic City KIA
37946,13.03328,77.63228,4THHBR
38787,13.09726,77.63581,M S Nagara (Thirumenahalli )
38792,13.11118,77.36989,Rashi Gateway
39697,13.05116,77.59540,Kirloskar Business Park
33466,13.17598,77.27220,Kere Kattiganuru
38121,12.98774,77.73730,ITPL Metro Station
38788,13.09731,77.63592,M S Nagara (Thirumenahalli )
36105,12.96353,77.57736,KMT
38122,12.98754,77.73730,ITPL Metro Station
38801,12.97553,77.55486,Magadi Road Metro Station
20770,12.92776,77.68049,Eco Space
28127,13.08824,77.54663,Sambhram College
36168,12.94599,77.59559,WLG2
21741,13.00414,77.75690,Bellathur
37949,13.29269,77.54414,DDBPR
20753,12.93145,77.68686,Devarabisanahalli Ring Road
38813,13.20203,77.77148,Nallur Cross
25791,13.17111,77.51169,Harohalli Palya
38123,13.06123,77.62425,RCH
38803,13.03299,77.53297,Peenya Metro Station
38804,13.05019,77.52561,Shettyhalli Cross
21490,12.96050,77.35961,Cholanayakanahalli
38807,13.04547,77.50725,8ML
38808,13.04308,77.50497,8MLE
38809,13.19789,77.77730,BLPR
38811,13.19772,77.77682,BLPR
38746,13.06834,77.70807,Bidarahalli Dargah
38816,12.87211,77.52716,Metro Tech Aprtment
38817,12.90679,77.71095,BLNSH
38820,12.86000,77.52879,NICE Road Junction
38821,12.86004,77.52879,Nice Road Junction
38822,12.86768,77.51575,Nagegowdanapalya
38823,12.86460,77.52338,NGPLY
38824,12.86379,77.52562,NLPN
39291,12.91730,77.58367,JBN5
38805,13.22263,77.41925,Honnavara
25843,12.89180,77.19264,Heligehalli
21044,12.95738,77.55178,Mysore Road TollGate
39682,12.78637,77.50249,APS College Cross
37950,13.07440,77.68068,BBSR
38810,13.19786,77.77723,BLPRG
38124,13.06671,77.61815,SRMP
38812,13.19787,77.77669,BLPR
38818,12.90967,77.71255,MNTC
38825,12.86467,77.52535,NPGPL1
38819,12.91291,77.71277,MNTC2
37951,13.07648,77.68163,BBSR1
38826,12.86469,77.52534,NGPLYA
37896,12.95649,77.89969,Hulimangala
22086,13.00516,77.68490,ITI Colony Gate
30788,13.33363,77.53195,Kantaanakunte
33255,13.14902,77.50506,Kalenahalli Gate
36171,12.90944,77.56416,DSC
38827,12.86470,77.52532,NGWPLYA1
21934,12.84756,77.67070,Electronic City
28230,13.17841,77.72064,SEZ Amada Circle
37952,13.01231,77.50489,PPS
20671,12.98384,77.64002,Binnamangala
38832,13.29881,77.48428,Kesturu Gate
39292,12.91717,77.58366,JBN5C
37953,13.10687,77.57287,5FS
34438,13.15113,77.55618,RTO Office Yelahanka
29896,13.08930,77.54466,Best County
31617,12.99290,77.50829,Vinayaka Talkies Sunkadakatte
38125,12.85879,77.65603,NICE Toll Electronic City
38829,12.83793,77.70280,IGNOU Singena Agrahara
39681,12.78284,77.49959,APS College Cross
20962,13.04457,77.56281,Kuvempu Circle
38127,13.01480,77.76082,CS-Alphine Viva Apartment Seegehalli
36173,12.91253,77.56706,KDRHC
24690,13.09430,77.65168,Christal House Learning School
28231,13.17853,77.72045,SEZ Amada Circle
38833,13.29893,77.48427,Kesturu Gate
39293,12.91716,77.58389,JBN5TH
39683,12.87942,77.76171,CS-Chambenahalli
25296,13.21135,77.58525,Ganesha Temple Bettanahalli
28281,13.17915,77.53126,Shanubhoganahalli
32365,13.09439,77.65173,Christal House Learning School
37954,13.29435,77.54221,DDBS
36364,13.02998,77.50070,CS-Gruhalakshmi Layout
36174,12.92606,77.55344,CKA
31807,13.23438,77.59394,Thindlu
23744,12.90835,77.56143,Water Tank
37955,13.29368,77.54386,DDBR
34552,13.13403,77.51476,Shivakote
34551,13.13401,77.51473,Shivakote
38834,13.29175,77.43881,Naranahalli Gate
36175,12.92548,77.54997,HKHC
36032,13.01804,77.55671,YTTMC
36409,12.91690,77.48240,CS-Kengeri Railway Station
26510,13.25835,77.50612,SM Gollahalli
21489,12.96024,77.35952,Cholanayakanahalli
34099,12.97731,77.49353,Narasapura (H D Devegowda Circle)
20894,12.94259,77.69717,Kadubisanahalli
37956,12.95918,77.66007,HALMG
33960,13.15222,77.57737,Muddanahalli
20912,12.96821,77.70170,Karthik Nagara
36108,13.28075,77.55161,DBP1
25953,13.23656,77.55107,Hosa Hudya
34175,12.74886,77.65034,Nosenuru
38835,13.29214,77.43981,Naranahalli Gate
30310,13.20181,77.52289,Byrapura
24126,12.83540,77.58930,Malenallasandra Junction
38131,13.02615,77.62582,HBR 1st Stage BSNL Office
34171,13.14791,77.55089,Nitte International School
37957,12.95870,77.66484,HALMG1
21967,12.97509,77.66605,GM palya
36109,13.28067,77.55171,DBP
38155,13.16054,77.59547,SLV Petrol Bunk
29315,12.97720,77.49366,Narasapura (H D Devegowda Circle)
26095,13.12840,77.36744,Ice Factory Veeranannipura
36178,12.92403,77.55324,KMK1
24089,12.76507,77.65365,Haragadde
38009,13.02554,77.64084,CS-80 Feet Road Kalyananagara
34009,12.74764,77.61494,Mutturayanaswamy Doddy
28992,13.14525,77.54391,Mid City
21071,12.98267,77.56837,Okalipura
38132,13.02612,77.62598,CS-HBR 1st Stage BSNL Office
31275,12.75264,77.61167,Krishnayyana Doddy
39530,13.09836,77.39295,CS-Nelamangala Taluk Office
39553,12.97800,77.49365,NHDD
36489,13.09443,77.65145,CS-Christal House Learning School
38844,12.76104,77.48669,NTGHRC
35723,12.84621,77.67184,ELC Toll Point
28932,13.02597,77.72036,Medahalli
20947,12.92388,77.62852,Krupanidhi College
20967,12.95427,77.58449,Lalbagh Main Gate
27860,12.98435,77.55723,Rajajinagara Entrance
20952,12.92572,77.62540,Kudure Mukha Colony
37959,13.07744,77.65507,CS-Depot-48
34779,13.15833,77.32524,Thalaker Cross
38845,12.76111,77.48654,NTGR1
38133,13.03699,77.63909,Hasanath College Hennur Bande
32529,12.88874,77.47754,Doddabele
33930,13.14528,77.54388,Mid City
36713,12.84829,77.67081,CS-Electronic City
35721,12.90471,77.47084,Depot-12 Gate
31972,13.08933,77.54466,Best County
38838,13.25971,77.42428,Agrahara
38134,13.03697,77.63927,CS-Hasanth Collage Hennur Bande
25160,12.92747,77.49520,Dubasipalya
35870,13.02330,77.54978,Yashwanthapura Metro Station
38850,13.22995,77.27231,NDVDA
34081,13.13414,77.53412,Nammura Sarkari School
29279,13.13415,77.53406,Nammura Sarkari School
29545,12.95714,77.81518,Anugondanahalli
38849,13.23399,77.26799,NDVD
38851,12.89309,77.54310,CS-Vinayakanagara Indira Canteen
38853,13.04886,77.55762,BELF1
38854,13.04883,77.55791,BELF1
37960,13.00328,77.68252,CS-Depot-24 Gate
21017,13.02652,77.54439,MEI Factory
20998,13.04120,77.62095,Manyatha Tech Park
22074,12.79089,77.77629,Indlubele
32706,12.75354,77.45215,Gollahalli
26051,12.88935,77.18402,Huluvenahalli
35801,12.84811,77.67068,Electronic City FLY
39554,12.97987,77.49326,NHDDC
33987,12.95502,77.80722,Muthkur
22505,12.93717,77.57965,South End Circle
38852,12.89314,77.54312,Vinayakanagara Indira Canteen Gubbala  Road
22061,12.91966,77.57423,Hunasemara
38856,13.00534,77.64118,CS-ADMC Quarters Office
38135,12.93631,77.51841,RR GATE
35803,12.84598,77.67202,Electronic City FLY
35336,12.84536,77.66543,Electronic City
38840,13.24788,77.42803,Shykaladevanapura
27492,12.73197,77.52192,Nishane
33437,12.74126,77.43096,Kempashetty Doddy
36110,13.28041,77.55176,DBPR
38973,12.88354,77.54856,RGH
39294,12.97518,77.60792,MGR
31997,13.19319,77.81317,Bettahalli Gate
21196,12.96262,77.59111,Subbaiah Circle
32638,12.84622,77.47075,Gangasandra
30565,13.18410,77.70522,Kadayarappanahalli
38857,12.99497,77.65405,CS-Karnataka High Court Staff Quarters
38860,13.01183,77.59603,Parachute
