route_id,stop_id_list
13566,"['22199', '21231', '20725', '35383', '22197', '21259', '26121', '21869', '22585', '21704', '21859', '21912', '21801', '22378', '22318', '22401', '22596', '22135', '22172', '21656', '21976', '21966', '22326', '35837', '22383', '22600', '22461', '21667', '22540', '21777', '22125', '22429', '22187', '22366', '21847', '22556', '27778', '21739', '22088', '22514', '22182', '22458', '22267', '22185', '22645', '22356', '32598', '31633', '34299']"
13567,"['27633', '35549', '27630', '34337', '32941', '35778', '23220', '29256', '24736', '23082', '34300', '34849', '25225', '28297', '22357', '22643', '22183', '22266', '22457', '22181', '22513', '22087', '21740', '34294', '22555', '21846', '22365', '22186', '22430', '22126', '21778', '22541', '21666', '28167', '22601', '22382', '35838', '22327', '21963', '21975', '21657', '22173', '22136', '22597', '22402', '22319', '22379', '21802', '21911', '21857', '21706', '21868', '35138', '21258', '20939', '21195', '20727', '21232', '22199']"
13570,"['22199', '21231', '20725', '35383', '22197', '21259', '26121', '21869', '22585', '21704', '21859', '21912', '21801', '22378', '22318', '22401', '22596', '22135', '22172', '21656', '21976', '21966', '22326', '35837', '22383', '22600', '22461', '21667', '22540', '21777', '22125', '22429', '22187', '22366', '21847', '22556', '27778', '21739', '22088', '22514', '22182', '22458', '22267', '22185', '22645', '22356', '22481', '22475', '21834', '22646', '22299', '22819', '34579', '22925']"
13571,"['22925', '26411', '27342', '22301', '22821', '21835', '22476', '22482', '22357', '22643', '22183', '22266', '22457', '22181', '22513', '22087', '21740', '34294', '22555', '21846', '22365', '22186', '22430', '22126', '21778', '22541', '21666', '28167', '22601', '22382', '35838', '22327', '21963', '21975', '21657', '22173', '22136', '22597', '22402', '22319', '22379', '21802', '21911', '21857', '21706', '21868', '35138', '21258', '20939', '21195', '20727', '21232', '22199']"
13576,"['25819', '33931', '23528', '35107', '25432', '26250', '29481', '22844', '22356', '32598', '31633', '34299', '23081', '32384', '34069', '23217', '26477', '25933', '34340', '34666', '33067', '32199', '24985', '34499', '39081', '30617', '31110', '26584', '34656', '33375', '30690', '32168', '30272', '34496', '29900', '30481', '33182', '33616', '20972', '20932', '20606', '20720', '30739', '32263', '33326', '32805', '27834', '29567', '32704', '26084', '34019', '31061', '34829', '35538', '26161', '31900', '31902', '27418', '27411']"
13578,"['35267', '22502', '21799', '21730', '22616', '20952', '20947', '20973', '20704', '20686', '20571', '20688', '21021', '20768', '21106', '21005', '20582', '21148', '20624']"
13580,"['21743', '21959', '35363', '23421', '21060', '20634', '20656', '21229', '20863', '22205']"
13582,"['35044', '22097', '21833', '21750', '22552', '21676', '22301', '22821', '21835', '22476', '22482', '22357', '22644', '22641']"
13586,"['35746', '35752']"
13590,"['20946', '20864', '21228', '20657', '20635', '21061', '26771', '25560', '21960', '24153']"
13607,"['38855', '22071', '22273', '22090', '22083', '22298', '21863', '21857', '21706', '21868', '35138', '21258', '20983', '20697', '20922']"
13609,"['36456', '38856']"
13610,"['36501', '22252', '21172']"
13611,"['35779', '22253', '36501']"
13612,"['38857', '36456']"
13613,"['36456', '38857']"
13615,"['36456', '38859']"
13616,"['38697', '31277', '21060', '20635', '20862', '20671', '20742', '20806', '20807', '20969', '22255', '22252', '21785', '21173']"
13617,"['20741', '20672', '22527', '33592', '38697']"
13619,"['36456', '38862']"
13622,"['38858', '22071', '22273', '22090', '22083', '22298', '21863', '21857', '21706', '21868', '20855', '21173']"
13623,"['29239', '24744', '21926', '21702', '21653', '21960', '24153', '26323', '27670', '22180', '22549', '24707', '22388', '26134', '21922', '22223', '20806', '20807', '20969', '20846', '20970', '21126', '22667', '20725', '35383', '20922']"
13625,"['36456', '38856']"
13627,"['36456', '36569']"
13629,"['36456', '36272']"
13632,"['36501', '22254', '22226', '22006', '20805', '20741', '20672', '21725', '22370', '37713']"
13634,"['26840', '35489', '29980', '35523', '36771', '31242', '34308', '29086', '26006', '28031', '21694', '20914', '21229', '21112', '20615', '20977', '20774', '20762', '20912', '23194', '21031', '20894', '21058', '20753', '20770', '20639', '21091', '20888', '20850', '20597', '20748', '20569', '21176', '20707']"
13635,"['20742', '20806', '20807', '20969', '22756', '22287', '21864', '38867']"
13636,"['38867', '21865', '22288', '22693', '21932', '22255', '22252', '21785', '21173']"
13637,"['38868', '36456']"
13638,"['36456', '38868']"
13641,"['36456', '38865']"
13643,"['33915', '35086', '22252', '21172']"
13645,"['36456', '38865']"
13648,"['36456', '38865']"
13649,"['38865', '36456']"
13650,"['36456', '38865']"
13651,"['20742', '32829', '33915']"
13654,"['38869', '36456']"
13655,"['36456', '38869']"
13657,"['35358', '35357', '35354', '24721', '21173']"
13658,"['38865', '36456']"
13659,"['36456', '38865']"
13662,"['38865', '36456']"
13663,"['36456', '38865']"
13664,"['37713', '22371', '21726', '20671', '20742', '20806', '20807', '20969', '22255', '36501']"
13665,"['35100', '23946', '23823', '38871']"
13666,"['38871', '34400', '22351', '27398', '22349', '23672', '35219', '21126', '35278', '23668', '23999', '21100', '21232', '20940']"
13667,"['35100', '23946', '23947', '23948', '34400', '22351', '22350', '38872']"
13668,"['38874', '36456']"
13669,"['36456', '38874']"
13670,"['22278', '21932', '22255', '36501']"
13671,"['38872', '22350']"
13672,"['38873', '36456']"
13673,"['36456', '38873']"
13677,"['36501', '22252', '21172', '22068', '21869', '22585', '21805', '21704', '21859', '36720', '21862', '22297', '21929', '22082', '22089', '22272', '22070', '29659', '22269', '22661', '22673', '22358', '21695', '22420', '22418', '22632', '22414', '22416', '22084', '20863', '20946']"
13679,"['38855', '29659', '22269', '22661', '22673', '22358', '21695', '22420', '22418', '22632', '22414', '22416', '22084', '20863', '20946']"
13681,"['23786', '23787', '23788', '23789', '38860']"
13682,"['38861', '36456']"
13683,"['37713', '22371', '22527', '24707', '22387', '21999', '33036', '22360', '22072', '21896', '21918', '21881', '22289', '22509', '22502', '21799', '21730', '22616', '20952', '20947', '20973', '20704', '20686', '20571', '20688', '21021', '20768', '21106', '21005', '20582', '21148', '20624']"
13684,"['20623', '21149', '20583', '21006', '21107', '20769', '21022', '20689', '20572', '20687', '21479', '20974', '22235', '35359', '22617', '21731', '21800', '22503', '22510', '22290', '24821', '21916', '35940', '22073', '22361', '26131', '22000', '22389', '35957', '21725', '22370', '37713']"
13688,"['23786', '23787', '23788', '23789', '38863']"
13689,"['38864', '36456']"
13690,"['36456', '38864']"
13691,"['36456', '38861']"
13692,"['21096', '21246', '20701', '21254', '20695', '20820', '33931', '23528']"
13694,"['38863', '24172', '23790', '23791', '23792', '21805', '21868', '20855', '21173']"
13695,"['38870', '36456']"
13696,"['36456', '38870']"
13697,"['36501', '22254', '38574']"
13698,"['22278', '22255', '36501']"
13699,"['32590', '28193', '26646', '22502', '21799', '21730', '22616', '21191']"
13700,"['25819', '33931', '23528', '35107', '25432', '26250', '39009', '27854', '22643', '31172', '33453', '31579', '34203', '29626', '33030', '29992', '33001', '34626', '31981', '31590', '30572', '24574', '28956', '26177', '34774', '34443', '29465', '35728', '33323', '29620', '32051', '34208', '32476', '32286', '28143', '25887', '24922', '24936', '32458', '32461', '31600', '32457', '25052', '22827', '38396', '32781', '32288', '32406', '34549', '32752', '33972', '22609']"
13702,"['38860', '24172', '23790', '23791', '26299', '34092', '22846', '30350', '21805', '21868', '20855', '21173']"
13703,"['35866', '20870', '21210', '21237', '21137', '21069', '20685', '20567', '21114', '21080']"
13704,"['38866', '36456']"
13705,"['36456', '38866']"
13706,"['36501', '22254', '37119', '21952', '21872', '20970', '22385', '29591', '22350', '22352']"
13707,"['22351', '27398', '22349', '23672', '35219', '22486', '22518', '22278', '36501']"
13708,"['38876', '22510', '34683', '34486', '25202', '34546', '34400', '22352']"
13709,"['35267', '22503', '22510', '22290', '38876']"
13712,"['26321', '35941', '22180', '22549', '24707', '22387', '21999', '33036', '22360', '22072', '21896', '21918', '21881', '22289', '22509', '22502', '21799', '21730', '22616', '20952', '20947', '20973', '20704', '20686', '20571', '20688', '21021', '35204', '23653', '35147', '38115']"
13715,"['30463', '20624']"
13717,"['21142', '20628', '21063', '21095', '20925']"
13718,"['35721', '35386', '20627', '35390', '20604', '30476']"
13720,"['35928', '36378']"
13721,"['20864', '21228', '20657', '20635', '21061', '20862', '20671', '20742', '20806', '20969', '20846', '20970', '23433']"
13723,"['20921', '38004', '38881', '38883', '38885', '38886', '38887', '20922']"
13724,"['26162', '20913', '20761', '20775', '20978', '20616', '21113', '21228', '20915', '22651', '21264', '20839', '20617', '20904', '21528', '20816', '20885', '20999', '21252', '20920', '21527', '20659', '20758', '20962', '21464', '21571', '21576', '21539', '21541', '21453', '20790', '21189', '21082', '20870']"
13725,"['20869', '21083', '21190', '38803', '20724', '21517', '21452', '21540', '21461', '21575', '21570', '21463', '20961', '20757', '20660', '20823', '20919', '22593', '20998', '20884', '20815', '21522', '20903', '20618', '20838', '21263', '20614', '20914', '21229', '21112', '20615', '20977', '20774', '20762', '20912', '26162']"
13726,"['22821', '21835', '22476', '22482', '22357', '22643', '31172', '33453', '31579', '34203', '31858', '32574', '30900', '34416', '32381', '34690', '34479', '28176', '31859', '21698', '21972', '22636', '39627', '22258', '22041', '22250', '26600', '24892', '21788', '25730', '35481', '31464', '33190', '34615', '30906', '25722', '39027', '33809', '27752', '34151', '25553', '34621', '21791', '22456', '22155', '22054', '22056', '22050', '37604', '22048', '22046']"
13727,"['22046', '22049', '25997', '36152', '22057', '22055', '22157', '22455', '36723', '26503', '32761', '27447', '34283', '28752', '39026', '32841', '33396', '26487', '30494', '34988', '29519', '32845', '30214', '21888', '22508', '22251', '22040', '22259', '22637', '21971', '21699', '21700', '34478', '28178', '34691', '24724', '34417', '30895', '25171', '38375', '27578', '34897', '33454', '22184', '22645', '22356', '22481', '22475', '21834', '22821']"
13731,"['21229', '20863', '22207', '22203', '22536', '21756', '22496', '33899', '21851', '23219', '24455', '21715', '21791', '22456', '22155', '22054', '22056', '22050', '32978', '28146', '32977', '32403', '34014']"
13732,"['29154', '32404', '32976', '22454', '37686', '36152', '22057', '22055', '22157', '22455', '21790', '21714', '21680', '21850', '28932', '22495', '21755', '22535', '22202', '22206', '22204', '20864', '21228']"
13733,"['20921', '20981', '21259', '26121', '21869', '22585', '21805', '21704', '21859', '21944', '21854', '21929', '21890', '21826', '22229', '22227', '22123', '22129', '35918', '35920', '25856', '25861', '22027', '22025', '24048', '21955', '22127', '21796', '22302', '22195', '21984', '21761', '22396', '21794', '22331', '21836', '30737', '22153', '22131', '22059', '22532', '22014', '21810', '39135', '38654', '31859', '23267', '34119', '31081', '31911', '31922', '29690', '34015', '30567', '33226', '38624', '26064']"
13734,"['33006', '38623', '33226', '30567', '34016', '29690', '29686', '29793', '29766', '33488', '29355', '35634', '21699', '21700', '38653', '39134', '21811', '22501', '22533', '22060', '22132', '22154', '22150', '21837', '22333', '21795', '22397', '21762', '21985', '22196', '22303', '21797', '22128', '21956', '22100', '35177', '22028', '25862', '22030', '35921', '39174', '39173', '22124', '22228', '22230', '21827', '21891', '35922', '21943', '21857', '21706', '21868', '35138', '21258', '20983', '20697', '20922']"
13735,"['36727', '35933', '20863', '22205', '20864', '21228']"
13736,"['21229', '20863', '22204', '20864', '21886']"
13737,"['21267', '20852', '20714', '20779', '20712', '35430', '35384', '22896', '23371', '34160', '32101', '30138', '34156', '29375', '29378', '29379', '34158', '34274', '29380', '29382', '34157', '29384', '29387', '29389', '32591', '20934', '20732', '20858', '20662', '21282', '20772']"
13738,"['20772', '21283', '23997', '23998', '24733', '20858', '21180', '35352', '20773', '20935', '25206', '38125', '35604', '35426', '35425', '27461', '35423', '35421', '27734', '27465', '35420', '35419', '35415', '27459', '32102', '30136', '27470', '34321', '22897', '35385', '35431', '20713', '20780', '20715', '20853', '39679', '35395']"
13745,"['25532', '33481', '21465', '21467', '21477', '21469', '21551', '21590', '21622', '21284', '39288', '21169', '20734', '20829', '20911', '20909', '21208', '21087', '20954', '27956', '30477', '20605', '21142', '20628', '21063', '21095', '20926', '20925', '21094', '20782', '20882', '22165', '21110', '22167', '20923', '22665', '22323', '22162', '22265', '22407', '21747', '22245', '22170', '21454', '35400', '21584', '21451', '35397', '22615', '20936', '35413', '33695', '33443', '28439', '27499', '29289', '34344', '35254', '24014', '24015', '30400', '20789', '21017', '21132', '20792', '24016']"
13746,"['21229', '20863', '22205', '22207', '22203', '22536', '21756', '22496', '33899', '21851', '23219', '24455', '21715', '36723', '26503', '32761', '27447', '34283', '28752', '39026', '32841', '33396', '26487', '30494', '34988', '29519', '32845', '30214', '21888', '22508', '28739', '32711', '35642', '39575', '34361', '29631', '32002', '28005', '35537', '34406', '32172', '32170', '35470', '32687', '32458']"
13747,"['32458', '32686', '29530', '30279', '30281', '34405', '29454', '24425', '32002', '35631', '34362', '39576', '29615', '28389', '32710', '31394', '26600', '24892', '21788', '25730', '35481', '31464', '33190', '34615', '30906', '25722', '39027', '33809', '27752', '34151', '25553', '34621', '21790', '21714', '21830', '21680', '21850', '28932', '22495', '21755', '22535', '22202', '22206', '22204', '20864', '21228']"
13753,"['20944', '21123', '21272', '23479', '35403', '21043', '21057', '21042', '20664', '23370', '21052', '20690', '35389', '20648', '20878', '35391', '20764', '21039', '20925', '21094', '35721', '35386', '20627', '35390', '20604', '30476', '35388', '25386', '34710', '30010', '33928', '31839', '35671', '34377', '31052', '32495', '24696', '26828', '24432', '24411', '28421', '28419', '26744', '34441', '27570', '32319', '29735', '29733']"
13754,"['29733', '31895', '32316', '34200', '28083', '34726', '33640', '28421', '24411', '26828', '24696', '32495', '33473', '34376', '29579', '31838', '28988', '32035', '26712', '39266', '27956', '30477', '20605', '21142', '20628', '21063', '21095', '20926', '21040', '20765', '21146', '20879', '20649', '21140', '20691', '21053', '21580', '20661', '20739', '20626', '21056', '21044', '35393', '35396', '21124', '20945']"
13755,"['20772', '21934', '20935', '21090', '20841', '21182', '20951', '20784', '20675', '21143', '20707', '21177', '20568', '20749', '20598', '20851', '20889', '21092', '20638', '20771', '20754', '21059', '20895', '21032', '22670', '22668', '21038', '20960', '20956', '20640', '20596', '20722', '20958', '20802', '21153', '38798', '20849', '20949', '23656', '21161', '20670', '21079', '20866']"
13756,"['20865', '21078', '20669', '21160', '21277', '20948', '20848', '38799', '21152', '20803', '20957', '20721', '20595', '20641', '20955', '20959', '21037', '35409', '21031', '20894', '21058', '20753', '20770', '20639', '21091', '20888', '20850', '20597', '20748', '20569', '21176', '32213', '21138', '20674', '20783', '20950', '21181', '20840', '22380', '22192', '20772']"
13759,"['27633', '35549', '34228', '34337', '32941', '35778', '23220', '29256', '24736', '23082', '34300', '34849', '25225', '28297', '22357', '22845', '35608', '35376', '35685', '35273', '35129', '28995', '37944', '25816', '20694', '21253', '20699', '21018', '21075', '21129', '24174', '21217', '27263', '20985', '20697', '20922']"
13760,"['37944', '25816', '20694', '21253', '20699', '21018', '21075', '21129', '21174', '35303', '20703', '20922']"
13761,"['20921', '20938', '21175', '21130', '21076', '21019', '20698', '21254', '20695', '20820', '20823']"
13763,"['32135', '27578', '34897', '33454', '22184', '22644', '22641', '22643', '22183', '22266', '22457', '22181', '22513', '22087', '21740', '34294', '22555', '21846', '22365', '22186', '22430', '22126', '21778', '22541', '21666', '28167', '22601', '22382', '35838', '22327', '21963', '21975', '21657', '22173', '22136', '22597', '22402', '22319', '22379', '21802', '21911', '21857', '21706', '21868', '35138', '21173']"
13768,"['26687', '20605', '20628', '36407', '21095', '20926', '21040', '20765', '21146', '20879', '20649', '21140', '20691', '21053', '23371', '21249', '21088', '20844', '20842', '20875', '20916', '35773', '20755', '20898', '20896', '20624']"
13771,"['20717', '21109', '20873', '21157', '21155', '20676', '33918', '20619', '21279', '20594', '21212', '20870', '21210', '27085', '34264', '33652', '35253', '24012', '33342', '34345', '34086', '29290', '33650', '30988', '28518', '21887']"
13773,"['20869', '21083', '21190', '38803', '20724', '24002', '24003', '33342', '34345', '34086', '29290', '33650', '30988', '28518', '21887', '26750', '33759', '29809', '35385', '35431', '22776']"
13774,"['38900', '36410']"
13775,"['36410', '38900']"
13776,"['20870', '21210', '21237', '21137', '21069', '20685', '20567', '21114', '21081', '21023', '20825', '20826', '21055', '21262', '20874', '21205', '20936', '35413', '35917', '33695', '36390']"
13777,"['20623', '20897', '20899', '20756', '35772', '20917', '20876', '20843', '20845', '21089', '21250', '34321', '22897', '29205', '31929', '28656', '35413']"
13779,"['31938', '33627', '38164', '24950', '32577', '25183', '32904', '38162', '38160', '38158', '32802', '38156', '38154', '34625', '34627', '33002', '32026', '26090', '35633', '34897', '22184', '34330', '35106', '35376', '35685', '35273', '35129', '28995', '37944', '25816', '20694', '21253', '20699', '21018', '21075', '21129', '23354', '35303', '20703', '20922']"
13782,"['36283', '38901']"
13783,"['21544', '23691', '35099', '35199', '23694', '22745', '23575', '35076', '23577', '23578', '35120', '23145', '35109', '22749', '23584', '35161', '23586', '23587', '23588', '35130', '22752', '35093', '35062', '23060', '23779', '23780', '23781', '35145', '23783', '35054', '23785']"
13784,"['21172', '22068', '21869', '22585', '21805', '21704', '21859', '36720', '21862', '22297', '21929', '22082', '22089', '22272', '22070', '29659', '22269', '37807', '38581', '32947', '28033', '25941', '26306', '34731', '33264', '30641', '34267', '33192']"
13785,"['30498', '27719', '30641', '30644', '26756', '33120', '32943', '34420', '25949', '38582', '37808', '22270', '36254', '22071', '22273', '22090', '22083', '22298', '21863', '21857', '21706', '21868', '20855', '21173']"
13787,"['36441', '37934', '32947', '28033', '25941', '26306', '34731', '33264', '30641']"
13788,"['33192', '27719', '30641', '30644', '26756', '33120', '32943', '34420', '25949', '20617', '36441']"
13789,"['36327', '33956', '28127', '29896', '33339', '33685', '25622', '30925', '21948', '20717', '32575']"
13792,"['37119', '22697', '22058', '23930', '23931', '23932', '35059', '23934', '23823', '23935', '35267', '35103', '24618']"
13793,"['35944', '20974', '35646', '21192', '23817', '23597', '22990', '35546', '23892', '23818', '23670', '23671', '22486', '22518', '22278', '21173']"
13795,"['20623', '22459', '35926', '33180', '34195', '37836', '28061', '38510', '28376', '38511', '38512', '38508', '31886', '23452', '38513', '23453', '23454', '23455', '23456', '23457', '35060', '35114', '35343']"
13796,"['35091', '35351', '30131', '23469', '23470', '23471', '23472', '23473', '38507', '31886', '38508', '38509', '38505', '34575', '38510', '28061', '37836', '35347', '37837', '23663', '35193', '23665', '20624']"
13798,"['35044', '22097', '21833', '21750', '22552', '38903', '29590', '23214']"
13800,"['35836', '35746']"
13801,"['35746', '35836']"
13802,"['36497', '24153', '26323', '27670', '22180', '22549', '24707', '22388', '26134', '21922', '22223', '20806', '20807', '20969', '22255', '22252', '21785', '21172', '22068', '21869', '22585', '21704', '21859', '21912', '21801', '22378', '22318', '22401', '22596', '22135', '22172', '21656', '21976', '21966', '22326', '35837', '22383', '22600', '22461', '21667', '22540', '21777', '22125', '22429', '22187', '22366', '21847', '22556', '27778', '38787', '21739', '22088', '22514', '22182', '22458', '22267', '22185', '22644', '22641']"
13803,"['22640', '22643', '22183', '22266', '22457', '22181', '22513', '22087', '21740', '38788', '34294', '22555', '21846', '22365', '22186', '22430', '22126', '21778', '22541', '21666', '28167', '22601', '22382', '35838', '22327', '21963', '21975', '21657', '22173', '22136', '22597', '22402', '22319', '22379', '21802', '21911', '21857', '21706', '21868', '20855', '21172', '20857', '30209', '22253', '22254', '22226', '22006', '22005', '22222', '21921', '33037', '22390', '21855', '22548', '26978', '21945', '21743', '36497']"
13806,"['35944', '21177', '20568', '20749', '20598', '20851', '20889', '21092', '20638', '20771', '20754', '21059', '20895', '21032', '22670', '20913', '20761', '20775', '20978', '20616', '21113', '21228', '20915', '22651', '21264', '20839', '20617', '20904', '21528', '20816', '20885', '20999', '21252', '20920', '21527', '20659', '20758', '20962', '21464', '21571', '21576', '21539', '21541', '21453', '20790']"
13807,"['20823', '20919', '22593', '20998', '20884', '20815', '21522', '20903', '20618', '20838', '21263', '20614', '20914', '21229', '21112', '20615', '20977', '20774', '20762', '20912', '23194', '21031', '20894', '21058', '20753', '20770', '20639', '21091', '20888', '20850', '20597', '20748', '20569', '21176', '35943']"
13812,"['38906', '35815']"
13813,"['35815', '38906']"
13814,"['36584', '21246', '20701', '21254', '20695', '20820', '33931', '23528', '23525', '24112', '24113', '33860', '33515', '38905']"
13815,"['38905', '28106', '23524', '34739', '27735', '24381', '23526', '35129', '28995', '37944', '25816', '20694', '21253', '33920', '23790', '23791', '23792', '21805', '21868', '20855', '21173']"
13816,"['36787', '35129', '28995', '25816', '20694', '21253', '20700', '21247', '23786', '23787', '23788', '23789', '24172', '23790', '23791', '23792', '21805', '21868', '20855', '21173']"
13817,"['38756', '34057', '20668', '35256', '20666', '20817', '20694', '21253', '20700', '21247', '23786', '23787', '23788', '23789', '24172', '23790', '23791', '23792', '21805', '21868', '35138', '21258', '20939', '21195', '20727', '21232', '20940']"
13818,"['25042', '32282', '24639', '25823', '25825', '21817']"
13823,"['36501', '22252', '21172', '22068', '21869', '22585', '21704', '21859', '21912', '21801', '22378', '22318', '22401', '22596', '22135', '22172', '21656', '21976', '21966', '22326', '35837', '22383', '22600', '22461', '21667', '22540', '21777', '22125', '22429', '22187', '22366', '21847', '22556', '27778', '38787', '21739', '22088', '22514', '22182', '22458', '22267', '22185', '22644', '22641']"
13824,"['22640', '22643', '22183', '22266', '22457', '22181', '22513', '22087', '21740', '38788', '34294', '22555', '21846', '22365', '22186', '22430', '22126', '21778', '22541', '21666', '28167', '22601', '22382', '35838', '22327', '21963', '21975', '21657', '22173', '22136', '22597', '22402', '22319', '22379', '21802', '21911', '21857', '21706', '21868', '20855', '35779', '36501']"
13832,"['20946', '20864', '21228', '20657', '20635', '21061', '20862', '20671', '20742', '32829', '33915', '38908']"
13837,"['36608', '35794']"
13838,"['22787', '20564', '20562', '20589', '20989', '20751', '20810', '21007', '22901', '20777', '21072', '20631', '20587', '21101', '20975', '20996', '21269', '21623', '21010', '21267', '35427', '20738', '20664', '23371', '21249', '21088', '20844', '20842', '20875', '20916', '35773', '20755', '20898', '20896', '20624']"
13839,"['20623', '20897', '20899', '20756', '35772', '20917', '20876', '20843', '20845', '21089', '21250', '20887', '21580', '20661', '20739', '20613', '39679', '35395', '21011', '21266', '20997', '20976', '21103', '20586', '29788', '21072', '20776', '20629', '21051', '21008', '20811', '20752', '20991', '20590', '20561', '20570', '22787']"
13840,"['24016', '21214', '20573', '20564', '20562', '20589', '20989', '20751', '20810', '21007', '20995', '20777', '24195', '24196', '20631', '20587', '21101', '20975', '20996', '21269', '21623', '21010', '21267', '35427', '20738', '20664', '23371', '21249', '21088', '20844', '20842', '20875', '20916', '35773', '20755', '20898', '20896', '20624']"
13841,"['20623', '20897', '20899', '20756', '35772', '20917', '20876', '20843', '20845', '21089', '21250', '20887', '21580', '20661', '20739', '20613', '39679', '35395', '21011', '21266', '20997', '20976', '21103', '20586', '29788', '21072', '20776', '20629', '21051', '21008', '20811', '20752', '28704', '20590', '20561', '20570', '20574', '21213', '21288']"
13844,"['36741', '29886', '25437', '22077', '21824', '21820', '28771', '22375', '22572', '22395', '21661', '22568', '23736', '21842', '21840', '21978', '22403', '22133', '20896', '20624']"
13845,"['20623', '20897', '22134', '22404', '21979', '21841', '21843', '22198', '22571', '21659', '34271', '22573', '22376', '28772', '21823', '21825', '22077', '35827', '31969', '36742']"
13846,"['22787', '20564', '20562', '20589', '20989', '20751', '20810', '21007', '22901', '20777', '24195', '24196', '20631', '20587', '21101', '20975', '20996', '21269', '21623', '21010', '21267', '35427', '20738', '20664', '23370', '21052', '20690', '37654', '27673', '28066', '28068', '34234', '34164', '26103', '29870', '32567', '33644', '29871']"
13847,"['21887', '21203', '20905', '20929', '20599', '20976', '21103', '20586', '29788', '21072', '20776', '20629', '21051', '21008', '20811', '20752', '28704', '20590', '20561', '20570', '22787']"
13848,"['35044', '36469', '35689', '26479', '35562', '34423', '33464', '25309', '24792', '20718']"
13849,"['20921', '35387', '21025', '20577', '20584', '20558', '38801', '21101', '20975', '20996', '21269', '35407', '21977', '22405', '28163', '21588', '22296', '22139', '21798', '22268', '35384', '22249', '21581', '21624', '22169', '22244', '21748', '22406', '22264', '22161', '22322', '22664']"
13851,"['35044', '22098', '22602', '21927', '21930', '22399', '35277', '30348']"
13852,"['30348', '23518', '22400', '21931', '21928', '22603', '22096', '36327']"
13853,"['38010', '36617']"
13854,"['36617', '38010']"
13855,"['38982', '22317', '22231', '21572', '21172', '22068', '21869', '22585', '24018', '24019', '24020', '23341', '23342', '23343', '23344', '21097', '20835', '20759', '21202', '23345', '35078']"
13856,"['35285', '23197', '21201', '20760', '20834', '23786', '23787', '23788', '23789', '24172', '23790', '23791', '23792', '21805', '21868', '20855', '21172', '20857', '21520', '21574', '38982']"
13857,"['22640', '22643', '31172', '33453', '31579', '34203', '31858', '32574', '30900', '34416', '32381', '34690', '34479', '28176', '31859', '21698', '21972', '22636', '39627', '22258', '22041', '22251', '37989']"
13858,"['32462', '24931', '32463', '32454', '25886', '34466', '24537', '24967', '34209', '30042', '35638', '33324', '35729', '35529', '28088', '26856', '33055', '33911', '32304', '30568', '27274', '29914', '34627', '33002', '32026', '26090', '35633', '27578', '34897', '33454', '22184', '22645', '22356', '22481', '22475', '21834', '22646', '22299', '21675', '22551', '21749', '21832', '22096', '36327', '33957']"
13859,"['35044', '22097', '21833', '21750', '22552', '21676', '22301', '22821', '21835', '22476', '22482', '22357', '22643', '31172', '33453', '31579', '34203', '29626', '33030', '29992', '33001', '34626', '31981', '31590', '24574', '28956', '26177', '34774', '34443', '29465', '35728', '33323', '29620', '32051', '34208', '32476', '32286', '28143', '25887', '24922', '24936', '32458', '32461']"
13867,"['21081', '35015', '28270', '32643']"
13868,"['32643', '34524', '31425', '21081']"
13869,"['20742', '32829', '33915', '28452', '26499']"
13872,"['36231', '36579']"
13875,"['25815', '25814', '25788', '33304', '32349', '35243', '35238', '35239', '28169', '23058', '23914', '35240', '23392', '23916', '23917', '23918', '35771', '24000', '23920', '22892', '23921', '23333', '23383', '35369', '20881', '21034', '20642', '21065', '20966', '20563', '21281', '21167', '20928', '22667', '20725', '35383', '20922']"
13876,"['20687', '37850', '21177', '20568', '20749', '20598', '20851', '20889', '21092', '20638', '20771', '20754', '21059', '20895', '21032', '22670', '20913', '20761', '20775', '20978', '20616', '21113', '21228', '20915', '22651', '21264', '20839', '20617', '20904', '35920', '25856', '25861', '22027', '22025', '24048', '21955', '22127', '21796', '22302', '22195', '21984', '21761', '22396', '21794', '22331', '21836', '30737', '22153', '22131', '22059', '22532', '22014', '21810', '39135', '38654', '31859', '23267', '29624', '34119', '31081', '31911', '31876', '34018', '32311', '31944']"
13877,"['22060', '22132', '22154', '22150', '21837', '22333', '21795', '22397', '21762', '21985', '22196', '22303', '21797', '22128', '21956', '22100', '35177', '22028', '25862', '22030', '35921', '20903', '20618', '20838', '21263', '20614', '20914', '21229', '21112']"
13878,"['21887', '35413', '33695', '33443', '28439', '27499', '29289', '34344', '35056', '24005', '26560', '33651', '27712', '21236', '21209', '20867', '21211', '20593', '21278', '20620', '20678', '21154', '21156', '20872', '21108', '20718', '32575']"
13879,"['21507', '20717', '21109', '20873', '21157', '21155', '20676', '33918', '20619', '21279', '20594', '21212', '20870', '21210', '27085', '34264', '33652', '35253', '24012', '33342', '34345', '34086', '29290', '33650', '30988', '28518', '21887']"
13883,"['38909', '38910']"
13884,"['38910', '38909']"
13888,"['21886', '35933', '22086', '22085', '22417', '22415', '22633', '22419', '22421', '21692', '22359', '36255', '36246', '22270', '36254', '22071', '22273', '22090', '36721', '36722', '34409', '35086', '36501']"
13891,"['36763', '20837', '20681', '20800', '20865', '21078', '21768', '37983', '22411', '35198', '38419', '33145', '21782', '21954', '22493', '22238', '21697', '21113', '21228', '20863', '20946']"
